block_id,osm_id,amenity,cluster1,cluster2,Longitude,Latitude
20346,1221414572,restaurant,nan,12.0,-122.39047978296308,37.73614729550812
20346,1221414572,restaurant,nan,12.0,-122.39047978296308,37.73614729550812
20346,4103856288,cafe,nan,12.0,-122.39057078296312,37.73584349550816
20346,4103856288,cafe,nan,12.0,-122.39057078296312,37.73584349550816
20347,1221414572,restaurant,nan,12.0,-122.39047978296308,37.73614729550812
20347,1221414572,restaurant,nan,12.0,-122.39047978296308,37.73614729550812
20347,1241690515,money_transfers,nan,12.0,-122.39113808296302,37.73426789550826
20347,1241690515,money_transfers,nan,12.0,-122.39113808296302,37.73426789550826
20347,2248269727,cafe,nan,12.0,-122.39051978296312,37.73423659550827
20347,2248269727,cafe,nan,12.0,-122.39051978296312,37.73423659550827
20347,4103856288,cafe,nan,12.0,-122.39057078296312,37.73584349550816
20347,4103856288,cafe,nan,12.0,-122.39057078296312,37.73584349550816
20348,1221413982,restaurant,nan,12.0,-122.39131678296296,37.73369539550832
20348,1221414466,bank,nan,12.0,-122.39075408296308,37.733355895508346
20348,1241690515,money_transfers,nan,12.0,-122.39113808296302,37.73426789550826
20348,1241690522,money_transfers,nan,12.0,-122.39081358296306,37.73372179550832
20348,2248269727,cafe,nan,12.0,-122.39051978296312,37.73423659550827
20349,1221413789,bank,nan,12.0,-122.39157258296297,37.73312109550835
20349,1221413789,bank,nan,12.0,-122.39157258296297,37.73312109550835
20349,1221413982,restaurant,nan,12.0,-122.39131678296296,37.73369539550832
20349,1221413982,restaurant,nan,12.0,-122.39131678296296,37.73369539550832
20349,1221414466,bank,nan,12.0,-122.39075408296308,37.733355895508346
20349,1221414466,bank,nan,12.0,-122.39075408296308,37.733355895508346
20349,1233283262,restaurant,nan,12.0,-122.391071282963,37.73272339550839
20349,1233283262,restaurant,nan,12.0,-122.391071282963,37.73272339550839
20349,1241690515,money_transfers,nan,12.0,-122.39113808296302,37.73426789550826
20349,1241690515,money_transfers,nan,12.0,-122.39113808296302,37.73426789550826
20349,1241690522,money_transfers,nan,12.0,-122.39081358296306,37.73372179550832
20349,1241690522,money_transfers,nan,12.0,-122.39081358296306,37.73372179550832
