block_id,osm_id,amenity,cluster1,cluster2,Longitude,Latitude
41900,4037746568,cafe,,16.0,-122.42105608295886,37.775045195505086
35502,459506892,pharmacy,,16.0,-122.4297782829576,37.76659299550575
20900,376213475,restaurant,,16.0,-122.41627438295954,37.77713169550491
20900,983388325,restaurant,,16.0,-122.41627888295952,37.77785389550486
20900,983388331,fast_food,,16.0,-122.41574348295956,37.77819609550483
20900,1409407384,car_sharing,,16.0,-122.41534298295964,37.77647299550497
20900,1630822761,restaurant,,16.0,-122.4156769829596,37.77824619550483
20900,1880228581,restaurant,,16.0,-122.4141257829598,37.77604049550499
20900,1880231931,pub,,16.0,-122.4148445829597,37.77653229550496
20900,3374162750,bar,,16.0,-122.41504248295968,37.77572789550501
20900,3446713206,clock,,16.0,-122.41679938295944,37.776958895504926
20900,3627393192,restaurant,,16.0,-122.41492268295973,37.77657319550495
20900,3669469797,bank,,16.0,-122.41593538295956,37.776922795504944
20900,4318582010,restaurant,,16.0,-122.41523748295964,37.77687779550495
20900,4485990000,fast_food,,16.0,-122.41675518295946,37.77647919550495
20900,4485990001,fast_food,,16.0,-122.41667738295943,37.77642409550496
20900,4485990002,restaurant,,16.0,-122.41663988295949,37.77652369550495
20900,4485990003,fast_food,,16.0,-122.41658618295943,37.77658939550496
20900,6427415718,post_office,,16.0,-122.41694738295942,37.77745549550488
21000,1493456455,cafe,,16.0,-122.41808768295928,37.776359095504965
21000,1493456472,restaurant,,16.0,-122.41799648295928,37.77643229550497
21000,1493456487,cafe,,16.0,-122.41727368295936,37.7770459955049
21000,1837285289,parking,,16.0,-122.41689028295946,37.776257795504975
21000,2411692096,cafe,,16.0,-122.4175697829593,37.77703769550491
21000,2484268630,bicycle_rental,,16.0,-122.41729098295936,37.77656599550496
21000,2815132110,bar,,16.0,-122.41805478295926,37.77681289550495
21000,2881830804,cafe,,16.0,-122.41589998295956,37.77548799550505
21000,2886359250,parking,,16.0,-122.41705378295944,37.77538489550504
21000,2886430256,restaurant,,16.0,-122.41829448295924,37.77621689550497
21000,2898443201,dormitory,,16.0,-122.41815428295924,37.77631329550496
21000,3086769557,bar,,16.0,-122.41821628295924,37.77627009550496
21000,3134698961,bicycle_parking,,16.0,-122.41728408295936,37.77727929550488
21000,3134698962,bicycle_parking,,16.0,-122.41818538295924,37.77668359550493
21000,3641568148,cafe,,16.0,-122.41687628295942,37.77623949550497
21000,3757297471,parking,,16.0,-122.41683428295944,37.77520999550507
21000,4485990004,fast_food,,16.0,-122.4170287829594,37.77643889550498
21000,4485990005,fast_food,,16.0,-122.41689998295942,37.77642409550496
21000,4666687025,cafe,,16.0,-122.41613808295952,37.77528219550506
21000,5595082426,cafe,,16.0,-122.41698548295942,37.77635419550497
21000,5752126141,restaurant,,16.0,-122.41798508295928,37.775905395505006
21001,358803467,place_of_worship,,16.0,-122.41469318295972,37.77326279550521
21100,389456810,bicycle_parking,,16.0,-122.41741938295937,37.77448979550511
21100,389457940,bicycle_parking,,16.0,-122.4184064829592,37.77523609550506
21100,389458008,bank,,16.0,-122.41891288295912,37.77517499550506
21100,389458335,bicycle_parking,,16.0,-122.41830348295925,37.775778795505005
21100,390186502,bicycle_parking,,16.0,-122.41901578295912,37.77483579550507
21100,390186598,post_box,,16.0,-122.41900718295912,37.77478829550508
21100,420504506,parking,,16.0,-122.41762448295933,37.773638095505184
21100,983388335,pharmacy,,16.0,-122.41910828295912,37.77558519550504
21100,1260547106,public_building,,16.0,-122.4186673829592,37.774741295505095
21100,2671868145,bicycle_rental,,16.0,-122.41904898295914,37.77488699550509
21100,3271850052,car_sharing,,16.0,-122.41797198295926,37.7748879955051
21100,4332842867,atm,,16.0,-122.4186652829592,37.77535879550504
21100,6154477807,restaurant,,16.0,-122.4185784829592,37.775997395505
21101,389451753,bicycle_parking,,16.0,-122.41522768295968,37.77293459550525
21101,389453418,post_box,,16.0,-122.4155108829596,37.77326699550523
21101,3136295373,restaurant,,16.0,-122.41648568295948,37.77249069550527
21101,3238413661,restaurant,,16.0,-122.41555028295964,37.77287469550524
21101,4620331195,restaurant,,16.0,-122.41496258295967,37.77281109550523
21102,1806978713,bar,,16.0,-122.4133178829599,37.77148369550535
21102,3595400316,restaurant,,16.0,-122.41443148295978,37.771743995505325
21102,3595467793,restaurant,,16.0,-122.41378338295986,37.77187569550533
21102,4620108621,cafe,,16.0,-122.4142518829598,37.77146929550536
21102,4620325598,cafe,,16.0,-122.41364698295988,37.77135719550535
21102,4620325599,cafe,,16.0,-122.41360268295988,37.77132379550536
21102,5591061526,nightclub,,16.0,-122.41387788295984,37.77149599550536
21200,2337366294,parking,,16.0,-122.42057508295892,37.77324749550521
