block_id,osm_id,amenity,geom,whk,cluster1,cluster2,Longitude,Latitude
20306,2240839587,fast_food,0101000020E61000007FC33A3423995EC07DEC0C2EABE34240,POINT(-122.39277368296278 37.7786614955048),0.0,,-122.39277368296278,37.7786614955048
20306,2240839590,fast_food,0101000020E610000019A0853E2A995EC015AB9AB1ACE34240,POINT(-122.39320338296274 37.778707695504785),0.0,,-122.39320338296274,37.778707695504785
20306,3271850018,car_sharing,0101000020E6100000E49FB4BB23995EC01A33BC34D3E34240,POINT(-122.39280598296278 37.77988299550471),0.0,,-122.39280598296278,37.77988299550471
20306,5264776821,bar,0101000020E61000005D373AD738995EC0CD6FE22BB4E34240,POINT(-122.39409428296263 37.778935895504766),0.0,,-122.39409428296263,37.778935895504766
20306,5276019121,restaurant,0101000020E6100000C60574AA18995EC07B27D8B5A6E34240,POINT(-122.39213048296287 37.77852509550481),0.0,,-122.39213048296287,37.77852509550481
20307,1282138022,restaurant,0101000020E6100000B6BC574224995EC07EA50444BBE34240,POINT(-122.39283808296281 37.77915239550474),0.0,,-122.39283808296281,37.77915239550474
20307,1924019363,restaurant,0101000020E61000003A75B90C1B995EC0FDD8AD4082E34240,POINT(-122.39227598296284 37.77741249550488),0.0,,-122.39227598296284,37.77741249550488
20307,1979537360,bank,0101000020E6100000AE4E8BA028995EC0EF6C232FAFE34240,POINT(-122.39310468296273 37.77878369550478),0.0,,-122.39310468296273,37.77878369550478
20307,2240839528,restaurant,0101000020E6100000BFBCE57F1F995EC0C274051192E34240,POINT(-122.39254758296282 37.77789509550486),0.0,,-122.39254758296282,37.77789509550486
20307,2240839533,bar,0101000020E6100000BDEF8BE02C995EC04FFE1689A8E34240,POINT(-122.39336408296272 37.7785807955048),0.0,,-122.39336408296272,37.7785807955048
20307,2240839550,cafe,0101000020E6100000D604B96A15995EC03B780412A2E34240,POINT(-122.3919321829629 37.778383495504805),0.0,,-122.3919321829629,37.778383495504805
20307,2240839554,pub,0101000020E610000015D469CD17995EC02F1AFFCFA5E34240,POINT(-122.39207778296289 37.77849769550482),0.0,,-122.39207778296289,37.77849769550482
20307,2240839572,restaurant,0101000020E6100000CABA86092B995EC06A396494ABE34240,POINT(-122.39325178296272 37.77867369550479),0.0,,-122.39325178296272,37.77867369550479
20307,2240839575,fast_food,0101000020E61000004985CF6B19995EC009DC874DA8E34240,POINT(-122.39217658296288 37.77857369550481),0.0,,-122.39217658296288,37.77857369550481
20307,2240839579,restaurant,0101000020E6100000D80E09191A995EC0A5894F81C6E34240,POINT(-122.39221788296288 37.77949539550472),0.0,,-122.39221788296288,37.77949539550472
20307,2240839582,fast_food,0101000020E61000003CDAB10119995EC02DA7A940BBE34240,POINT(-122.39215128296286 37.779151995504755),0.0,,-122.39215128296286,37.779151995504755
20307,2240839587,fast_food,0101000020E61000007FC33A3423995EC07DEC0C2EABE34240,POINT(-122.39277368296278 37.7786614955048),0.0,,-122.39277368296278,37.7786614955048
20307,2240839590,fast_food,0101000020E610000019A0853E2A995EC015AB9AB1ACE34240,POINT(-122.39320338296274 37.778707695504785),0.0,,-122.39320338296274,37.778707695504785
20307,2815191083,cafe,0101000020E6100000294E34930B995EC0973BC711AFE34240,POINT(-122.391331482963 37.77878019550479),0.0,,-122.391331482963,37.77878019550479
20307,4921394504,restaurant,0101000020E610000078096C6319995EC0EBAF3B1383E34240,POINT(-122.39217458296287 37.777437595504885),0.0,,-122.39217458296287,37.777437595504885
20307,5276019121,restaurant,0101000020E6100000C60574AA18995EC07B27D8B5A6E34240,POINT(-122.39213048296287 37.77852509550481),0.0,,-122.39213048296287,37.77852509550481
20307,6212265323,restaurant,0101000020E610000037CB725D14995EC0016053C2A1E34240,POINT(-122.39186798296292 37.778373995504815),0.0,,-122.39186798296292,37.778373995504815
20405,317081568,post_box,0101000020E6100000C2B3E83262995EC0FA738D169AE34240,POINT(-122.39661858296225 37.77813989550482),0.0,,-122.39661858296225,37.77813989550482
20405,317081637,fuel,0101000020E6100000FBB31FBE79995EC06EC7BD8AD0E34240,POINT(-122.39805558296204 37.7798016955047),0.0,,-122.39805558296204,37.7798016955047
20405,317081660,post_box,0101000020E6100000EF19D3F27A995EC0C0C3208BC2E34240,POINT(-122.39812918296205 37.779374495504726),0.0,,-122.39812918296205,37.779374495504726
20405,1924019359,bar,0101000020E610000074345EF467995EC06C5749509BE34240,POINT(-122.3969698829622 37.77817729550483),0.0,,-122.3969698829622,37.77817729550483
20405,2240869167,restaurant,0101000020E610000094FAB82665995EC068B53217A1E34240,POINT(-122.39679878296221 37.778353595504825),0.0,,-122.39679878296221,37.778353595504825
20506,844008513,parking,0101000020E6100000BF05C81B7C995EC0A1659FA278E34240,POINT(-122.39819998296205 37.777118995504914),0.0,,-122.39819998296205,37.777118995504914
20405,2240869167,restaurant,0101000020E610000094FAB82665995EC068B53217A1E34240,POINT(-122.39679878296221 37.778353595504825),0.0,,-122.39679878296221,37.778353595504825
20405,2240869172,restaurant,0101000020E6100000EF6377166A995EC0973A4B10A8E34240,POINT(-122.39710008296218 37.778566395504804),0.0,,-122.39710008296218,37.778566395504804
20405,2313886060,cafe,0101000020E61000009F05E08F63995EC03AB5C79CABE34240,POINT(-122.39670178296227 37.77867469550479),0.0,,-122.39670178296227,37.77867469550479
20405,3185393083,restaurant,0101000020E6100000D50C980B78995EC05DDF9EC29FE34240,POINT(-122.39795198296208 37.77831299550483),0.0,,-122.39795198296208,37.77831299550483
20405,5096576183,parking_entrance,0101000020E6100000B6B2AB6F57995EC064DE88C9A9E34240,POINT(-122.39596168296234 37.778618995504786),0.0,,-122.39596168296234,37.778618995504786
20405,5509738221,restaurant,0101000020E6100000F273FF376D995EC0AA3C5F8EACE34240,POINT(-122.39729118296216 37.778703495504786),0.0,,-122.39729118296216,37.778703495504786
20406,317081568,post_box,0101000020E6100000C2B3E83262995EC0FA738D169AE34240,POINT(-122.39661858296225 37.77813989550482),0.0,,-122.39661858296225,37.77813989550482
20406,317124819,cafe,0101000020E6100000DF7674A757995EC03DBD477D8CE34240,POINT(-122.39597498296233 37.77772489550487),0.0,,-122.39597498296233,37.77772489550487
20406,389414006,post_office,0101000020E61000006FEBC47A50995EC07AD2B74C80E34240,POINT(-122.39553708296238 37.777352895504876),0.0,,-122.39553708296238,37.777352895504876
20406,389416987,post_box,0101000020E6100000A1155D6248995EC0B9E8709972E34240,POINT(-122.39504298296244 37.776934795504935),0.0,,-122.39504298296244,37.776934795504935
20406,389417703,telephone,0101000020E61000006E8F6DAE47995EC066F6857C6FE34240,POINT(-122.39500008296247 37.77683979550493),0.0,,-122.39500008296247,37.77683979550493
20406,411807612,toilets,0101000020E61000005A5F470C43995EC0AA8EABC766E34240,POINT(-122.39471728296249 37.776574095504955),0.0,,-122.39471728296249,37.776574095504955
20406,679010810,cafe,0101000020E610000013E20F8A49995EC0412460AA82E34240,POINT(-122.39511348296246 37.7774250955049),0.0,,-122.39511348296246,37.7774250955049
20406,1352657340,drinking_water,0101000020E6100000CA6D793045995EC07E517DC267E34240,POINT(-122.39484798296249 37.77660399550494),0.0,,-122.39484798296249,37.77660399550494
20406,1849118245,atm,0101000020E610000020B1EF6945995EC023C545DA65E34240,POINT(-122.39486168296253 37.776545795504965),0.0,,-122.39486168296253,37.776545795504965
20406,1867957282,cafe,0101000020E61000009B87807D46995EC095C95AD46BE34240,POINT(-122.3949273829625 37.77672819550495),0.0,,-122.3949273829625,37.77672819550495
20406,1924019359,bar,0101000020E610000074345EF467995EC06C5749509BE34240,POINT(-122.3969698829622 37.77817729550483),0.0,,-122.3969698829622,37.77817729550483
20406,2101121572,fast_food,0101000020E610000000DD5FD245995EC068102BC86EE34240,POINT(-122.3948865829625 37.77681829550494),0.0,,-122.3948865829625,37.77681829550494
20406,2240869167,restaurant,0101000020E610000094FAB82665995EC068B53217A1E34240,POINT(-122.39679878296221 37.778353595504825),0.0,,-122.39679878296221,37.778353595504825
20406,2240869172,restaurant,0101000020E6100000EF6377166A995EC0973A4B10A8E34240,POINT(-122.39710008296218 37.778566395504804),0.0,,-122.39710008296218,37.778566395504804
20406,2313886060,cafe,0101000020E61000009F05E08F63995EC03AB5C79CABE34240,POINT(-122.39670178296227 37.77867469550479),0.0,,-122.39670178296227,37.77867469550479
20406,2313886066,restaurant,0101000020E6100000D8778AA04D995EC03391C75389E34240,POINT(-122.39536298296241 37.77762839550487),0.0,,-122.39536298296241,37.77762839550487
20406,2671868142,bicycle_rental,0101000020E6100000C71D6A154F995EC0807F8FE667E34240,POINT(-122.39545188296243 37.77660829550496),0.0,,-122.39545188296243,37.77660829550496
20406,2671868143,bicycle_rental,0101000020E6100000BD7EBC914B995EC0EA1BDD2D68E34240,POINT(-122.39523738296243 37.77661679550495),0.0,,-122.39523738296243,37.77661679550495
20406,3478331121,vending_machine,0101000020E6100000560F056D44995EC0FAC199DF63E34240,POINT(-122.39480138296253 37.77648539550496),0.0,,-122.39480138296253,37.77648539550496
20406,3478331123,vending_machine,0101000020E610000041A1770945995EC049A160A164E34240,POINT(-122.39483868296249 37.77650849550498),0.0,,-122.39483868296249,37.77650849550498
20406,3478331126,vending_machine,0101000020E6100000868C207447995EC02A95A1BB68E34240,POINT(-122.39498618296247 37.77663369550494),0.0,,-122.39498618296247,37.77663369550494
20406,3478331127,vending_machine,0101000020E6100000C961094A48995EC04C0928546AE34240,POINT(-122.3950371829625 37.776682395504935),0.0,,-122.3950371829625,37.776682395504935
20406,3478331129,vending_machine,0101000020E61000002B5C0DD445995EC069710B8266E34240,POINT(-122.39488698296252 37.77656579550496),0.0,,-122.39488698296252,37.77656579550496
20406,4096811898,bench,0101000020E610000001EA4BBA49995EC0CF49A05269E34240,POINT(-122.39512498296246 37.77665169550493),0.0,,-122.39512498296246,37.77665169550493
20406,4096811899,bench,0101000020E61000003FC3194748995EC03EAAA61067E34240,POINT(-122.39503648296248 37.77658279550495),0.0,,-122.39503648296248,37.77658279550495
20406,4096811900,bench,0101000020E610000029707AAC46995EC03E9C71AB64E34240,POINT(-122.3949385829625 37.77650969550494),0.0,,-122.3949385829625,37.77650969550494
20406,4096811903,ticket_validator,0101000020E6100000E411A4E743995EC0DC24F01862E34240,POINT(-122.39476958296251 37.776431195504955),0.0,,-122.39476958296251,37.776431195504955
20406,4096811904,ticket_validator,0101000020E61000007AC4C18448995EC0A75429BD69E34240,POINT(-122.39505118296248 37.776664395504945),0.0,,-122.39505118296248,37.776664395504945
20406,4096811905,ticket_validator,0101000020E610000034D9181A46995EC08B3381FD65E34240,POINT(-122.39490368296248 37.77654999550494),0.0,,-122.39490368296248,37.77654999550494
20406,4096811906,bench,0101000020E6100000A89DCE4F43995EC08043485D65E34240,POINT(-122.3947333829625 37.77653089550495),0.0,,-122.3947333829625,37.77653089550495
20406,4096812395,waste_basket,0101000020E61000005D6997BA47995EC08EA2C9A068E34240,POINT(-122.39500298296248 37.77663049550493),0.0,,-122.39500298296248,37.77663049550493
20406,4096812396,waste_basket,0101000020E6100000C351812845995EC0A79B642B62E34240,POINT(-122.39484608296247 37.77643339550496),0.0,,-122.39484608296247,37.77643339550496
20406,4524265936,vending_machine,0101000020E61000004F80DF0A44995EC076F7EA7464E34240,POINT(-122.39477798296251 37.77650319550496),0.0,,-122.39477798296251,37.77650319550496
20406,4524265937,vending_machine,0101000020E6100000A21F7A8C44995EC08748375365E34240,POINT(-122.39480888296251 37.776529695504955),0.0,,-122.39480888296251,37.776529695504955
20406,4885381971,ticket_validator,0101000020E6100000F9FF4A8D47995EC0C0CA415068E34240,POINT(-122.3949921829625 37.77662089550495),0.0,,-122.3949921829625,37.77662089550495
20406,4885381972,ticket_validator,0101000020E6100000AEB38EE444995EC0E9B2CCFD63E34240,POINT(-122.39482988296251 37.77648899550497),0.0,,-122.39482988296251,37.77648899550497
20406,5096576183,parking_entrance,0101000020E6100000B6B2AB6F57995EC064DE88C9A9E34240,POINT(-122.39596168296234 37.778618995504786),0.0,,-122.39596168296234,37.778618995504786
20506,317124821,post_box,0101000020E6100000544A414C6F995EC0823728E13CE34240,POINT(-122.39741808296213 37.77529539550507),0.0,,-122.39741808296213,37.77529539550507
20506,844008513,parking,0101000020E6100000BF05C81B7C995EC0A1659FA278E34240,POINT(-122.39819998296205 37.777118995504914),0.0,,-122.39819998296205,37.777118995504914
21629,414258438,toilets,0101000020E6100000B8663C4BE29A5EC0E74E9289E9E14240,POINT(-122.42006188295898 37.764939495505864),2.0,,-122.42006188295898,37.764939495505864
21629,418513656,pharmacy,0101000020E610000087583663D99A5EC0F3824229F9E14240,POINT(-122.41951828295906 37.76541629550584),2.0,,-122.41951828295906,37.76541629550584
21629,1610908180,atm,0101000020E6100000A0F9C4E0D89A5EC0419F4F64E0E14240,POINT(-122.41948718295907 37.76466039550588),2.0,,-122.41948718295907,37.76466039550588
21629,2248278382,restaurant,0101000020E61000000BB0B773D89A5EC02309278EDBE14240,POINT(-122.41946118295907 37.7645127955059),2.0,,-122.41946118295907,37.7645127955059
21629,3188130237,restaurant,0101000020E610000069763EE2CE9A5EC0D80BAE94F3E14240,POINT(-122.41887718295915 37.765245995505836),2.0,,-122.41887718295915,37.765245995505836
21629,3188130248,restaurant,0101000020E6100000122AC177C89A5EC02142AAA8F4E14240,POINT(-122.41848558295922 37.76527889550585),2.0,,-122.41848558295922,37.76527889550585
21629,3188130257,restaurant,0101000020E6100000FD9D4309BB9A5EC0B576CE3BEDE14240,POINT(-122.41766578295933 37.76505229550586),2.0,,-122.41766578295933,37.76505229550586
21629,3672691124,arts_centre,0101000020E6100000E7ADAFAFC79A5EC0AC8090ACF6E14240,POINT(-122.4184378829592 37.76534039550583),2.0,,-122.4184378829592,37.76534039550583
21629,4117790309,restaurant,0101000020E6100000E1EF0677DE9A5EC07F195D6FDFE14240,POINT(-122.41982818295902 37.76463119550589),2.0,,-122.41982818295902,37.76463119550589
21629,4117790310,restaurant,0101000020E6100000F3B9B822DE9A5EC08ACD4E86DDE14240,POINT(-122.41980808295902 37.76457289550588),2.0,,-122.41980808295902,37.76457289550588
21629,4117790313,restaurant,0101000020E61000006C7A89A1DD9A5EC0707E94A2D9E14240,POINT(-122.41977728295905 37.76445419550589),2.0,,-122.41977728295905,37.76445419550589
21629,4117790315,bank,0101000020E6100000C38A8CFED89A5EC04252DC82E9E14240,POINT(-122.41949428295906 37.764938695505876),2.0,,-122.41949428295906,37.764938695505876
21629,4117790316,atm,0101000020E6100000B14A11BFD99A5EC09109C993E8E14240,POINT(-122.41954018295907 37.764910195505884),2.0,,-122.41954018295907,37.764910195505884
21629,4117790317,bank,0101000020E610000008DB2D5ED99A5EC0E3698052E7E14240,POINT(-122.41951708295903 37.76487189550587),2.0,,-122.41951708295903,37.76487189550587
21629,4613945720,restaurant,0101000020E6100000CC92D95AB19A5EC0A8A9B3DAF6E14240,POINT(-122.41707488295941 37.765345895505845),2.0,,-122.41707488295941,37.765345895505845
21629,5594507568,nightclub,0101000020E61000001254BB60C29A5EC0BB675059ECE14240,POINT(-122.41811388295926 37.76502529550586),2.0,,-122.41811388295926,37.76502529550586
21629,5992714949,bar,0101000020E6100000C0E86A76C09A5EC0038ADF94ECE14240,POINT(-122.41799698295927 37.76503239550586),2.0,,-122.41799698295927,37.76503239550586
21629,5992714950,recycling,0101000020E61000003E55A2DCBE9A5EC0BDF186C5ECE14240,POINT(-122.41789928295927 37.76503819550587),2.0,,-122.41789928295927,37.76503819550587
21629,5992714952,bicycle_parking,0101000020E610000086DBB85AD49A5EC0CDD24183ECE14240,POINT(-122.4192110829591 37.76503029550586),2.0,,-122.4192110829591,37.76503029550586
21630,302448211,pub,0101000020E610000076463E9F099B5EC01CD16902E4E14240,POINT(-122.42246228295866 37.76477079550588),2.0,,-122.42246228295866,37.76477079550588
21630,414258438,toilets,0101000020E6100000B8663C4BE29A5EC0E74E9289E9E14240,POINT(-122.42006188295898 37.764939495505864),2.0,,-122.42006188295898,37.764939495505864
21630,414258450,atm,0101000020E61000009BFBBCE3E69A5EC03A6792D8E8E14240,POINT(-122.42034238295894 37.76491839550586),2.0,,-122.42034238295894,37.76491839550586
21630,414259032,atm,0101000020E610000000DDFD2BFD9A5EC04CCBCF8DE3E14240,POINT(-122.42170238295876 37.76475689550588),2.0,,-122.42170238295876,37.76475689550588
21630,414259048,atm,0101000020E61000008483B79CF89A5EC040208AEEF8E14240,POINT(-122.42142408295882 37.76540929550583),2.0,,-122.42142408295882,37.76540929550583
21630,418513656,pharmacy,0101000020E610000087583663D99A5EC0F3824229F9E14240,POINT(-122.41951828295906 37.76541629550584),2.0,,-122.41951828295906,37.76541629550584
21630,418513660,cafe,0101000020E6100000608912D3FC9A5EC0767D4B25DBE14240,POINT(-122.42168118295876 37.7645002955059),2.0,,-122.42168118295876,37.7645002955059
21630,418513730,restaurant,0101000020E610000071FA08ECF29A5EC0D7D56BFAE6E14240,POINT(-122.42107678295885 37.76486139550587),2.0,,-122.42107678295885,37.76486139550587
